object_id,frame_list,x-coordinate,y-coordinate,angle
0,1,225,248,0.9596350364963506
0,2,239,240,0.9126277372262777
0,3,222,241,0.9697080291970807
0,4,231,241,0.9394890510948908
0,5,240,244,0.909270072992701
0,6,245,245,0.8924817518248178
0,7,253,230,0.8656204379562047
0,8,256,247,0.8555474452554748
0,9,240,242,0.909270072992701
0,10,256,232,0.8555474452554748
0,11,266,252,0.8219708029197084
0,12,254,228,0.862262773722628
0,13,260,234,0.8421167883211682
0,14,250,222,0.8756934306569346
0,15,274,233,0.7951094890510952
0,16,268,251,0.8152554744525551
0,17,267,238,0.8186131386861317
0,18,272,236,0.8018248175182485
0,19,283,245,0.7648905109489055
0,20,289,230,0.7447445255474455
0,21,293,237,0.731313868613139
0,22,270,256,0.8085401459854018
0,23,299,243,0.7111678832116792
0,24,274,248,0.7951094890510952
0,25,300,243,0.7078102189781026
0,26,286,247,0.7548175182481756
0,27,280,230,0.7749635036496354
0,28,292,240,0.7346715328467156
0,29,295,254,0.7245985401459857
0,30,294,245,0.7279562043795623
0,31,298,249,0.7145255474452559
0,32,303,240,0.6977372262773727
0,33,307,245,0.6843065693430661
0,34,296,256,0.721240875912409
0,35,311,241,0.6708759124087595
0,36,327,246,0.6171532846715331
0,37,319,252,0.6440145985401464
0,38,313,221,0.6641605839416063
0,39,320,237,0.6406569343065698
0,40,327,247,0.6171532846715331
0,41,293,249,0.731313868613139
0,42,308,260,0.6809489051094895
0,43,303,240,0.6977372262773727
0,44,323,256,0.6305839416058396
0,45,322,228,0.6339416058394163
0,46,334,250,0.5936496350364966
0,47,347,239,0.5500000000000003
0,48,324,242,0.627226277372263
0,49,343,252,0.5634306569343068
0,50,328,265,0.6137956204379564
0,51,339,244,0.5768613138686134
0,52,360,267,0.5066666666666666
0,53,325,242,0.6238686131386864
0,54,351,235,0.5366666666666666
0,55,350,247,0.54
0,56,335,263,0.59029197080292
0,57,354,269,0.5266666666666666
0,58,346,258,0.5533576642335769
0,59,347,247,0.5500000000000003
0,60,350,243,0.54
0,61,358,250,0.5133333333333332
0,62,354,240,0.5266666666666666
0,63,359,255,0.51
0,64,360,254,0.5066666666666666
0,65,343,251,0.5634306569343068
0,66,355,257,0.5233333333333332
0,67,363,243,0.4966666666666666
0,68,360,243,0.5066666666666666
0,69,360,239,0.5066666666666666
0,70,362,255,0.5
0,71,371,240,0.47
0,72,345,239,0.5567153284671535
0,73,350,247,0.54
0,74,353,252,0.53
0,75,367,240,0.48333333333333317
0,76,367,249,0.48333333333333317
0,77,378,242,0.44666666666666655
0,78,365,245,0.49
0,79,358,257,0.5133333333333332
0,80,365,253,0.49
0,81,380,249,0.43999999999999995
0,82,359,238,0.51
0,83,373,265,0.46333333333333315
0,84,362,241,0.5
0,85,372,248,0.46666666666666656
0,86,375,248,0.45666666666666655
0,87,378,252,0.44666666666666655
0,88,374,251,0.45999999999999996
0,89,384,248,0.4266666666666665
0,90,362,246,0.5
0,91,371,253,0.47
0,92,375,251,0.45666666666666655
0,93,362,267,0.5
0,94,379,252,0.44333333333333336
0,95,378,264,0.44666666666666655
0,96,392,249,0.3999999999999999
0,97,377,253,0.44999999999999996
0,98,387,261,0.4166666666666665
0,99,370,254,0.47333333333333316
0,100,403,236,0.3633333333333333
0,101,372,247,0.46666666666666656
0,102,369,243,0.47666666666666657
0,103,381,268,0.43666666666666654
0,104,393,241,0.3966666666666665
0,105,394,247,0.3933333333333333
0,106,393,241,0.3966666666666665
0,107,396,256,0.3866666666666665
0,108,383,237,0.42999999999999994
0,109,406,248,0.3533333333333333
0,110,416,248,0.31999999999999984
0,111,386,249,0.41999999999999993
0,112,411,237,0.33666666666666645
0,113,396,256,0.3866666666666665
0,114,423,249,0.29666666666666663
0,115,390,241,0.4066666666666665
0,116,399,247,0.3766666666666665
0,117,413,246,0.32999999999999985
0,118,416,241,0.31999999999999984
0,119,416,244,0.31999999999999984
0,120,404,253,0.3599999999999999
0,121,404,252,0.3599999999999999
0,122,410,257,0.33999999999999986
0,123,424,248,0.2933333333333332
0,124,424,246,0.2933333333333332
0,125,416,246,0.31999999999999984
0,126,431,243,0.2699999999999998
0,127,434,252,0.2599999999999998
0,128,417,256,0.31666666666666665
0,129,417,243,0.31666666666666665
0,130,423,250,0.29666666666666663
0,131,418,267,0.31333333333333324
0,132,413,263,0.32999999999999985
0,133,423,244,0.29666666666666663
0,134,440,242,0.23999999999999977
0,135,428,262,0.2799999999999998
0,136,436,246,0.2533333333333332
0,137,426,247,0.2866666666666666
0,138,438,263,0.2466666666666666
0,139,434,254,0.2599999999999998
0,140,444,244,0.22666666666666657
0,141,462,250,0.16666666666666652
0,142,451,263,0.20333333333333314
0,143,459,245,0.17666666666666653
0,144,436,235,0.2533333333333332
0,145,443,232,0.22999999999999976
0,146,452,250,0.19999999999999973
0,147,441,260,0.23666666666666658
0,148,447,255,0.21666666666666656
0,149,442,259,0.23333333333333317
0,150,452,254,0.19999999999999973
0,151,451,252,0.20333333333333314
0,152,438,248,0.2466666666666666
0,153,443,246,0.22999999999999976
0,154,469,243,0.1433333333333331
0,155,448,265,0.21333333333333315
0,156,450,251,0.20666666666666655
0,157,457,239,0.18333333333333313
0,158,458,258,0.17999999999999994
0,159,457,247,0.18333333333333313
0,160,445,250,0.22333333333333316
0,161,452,258,0.19999999999999973
0,162,450,253,0.20666666666666655
0,163,462,238,0.16666666666666652
0,164,448,244,0.21333333333333315
0,165,448,245,0.21333333333333315
0,166,449,261,0.20999999999999974
0,167,449,245,0.20999999999999974
0,168,446,255,0.21999999999999975
0,169,445,270,0.22333333333333316
0,170,453,251,0.19666666666666655
0,171,444,245,0.22666666666666657
0,172,460,260,0.17333333333333312
0,173,436,266,0.2533333333333332
0,174,448,259,0.21333333333333315
0,175,446,255,0.21999999999999975
0,176,452,245,0.19999999999999973
0,177,444,246,0.22666666666666657
0,178,454,242,0.19333333333333313
0,179,455,254,0.18999999999999995
0,180,430,261,0.2733333333333332
0,181,464,269,0.15999999999999992
0,182,439,273,0.24333333333333318
0,183,448,240,0.21333333333333315
0,184,453,236,0.19666666666666655
0,185,464,258,0.15999999999999992
0,186,467,251,0.1499999999999999
0,187,451,259,0.20333333333333314
0,188,434,260,0.2599999999999998
0,189,432,261,0.2666666666666666
0,190,429,243,0.2766666666666666
0,191,449,246,0.20999999999999974
0,238,443,255,0.22999999999999976
0,239,432,247,0.2666666666666666
0,240,453,243,0.19666666666666655
0,241,458,253,0.17999999999999994
0,242,457,259,0.18333333333333313
0,243,457,254,0.18333333333333313
0,244,421,244,0.30333333333333323
0,245,454,252,0.19333333333333313
0,246,439,233,0.24333333333333318
0,247,456,251,0.18666666666666654
0,248,430,250,0.2733333333333332
0,249,425,247,0.2899999999999998
0,250,426,261,0.2866666666666666
0,251,431,268,0.2699999999999998
0,252,427,239,0.2833333333333332
0,253,428,247,0.2799999999999998
0,254,406,252,0.3533333333333333
0,255,416,249,0.31999999999999984
0,256,421,248,0.30333333333333323
0,257,424,254,0.2933333333333332
0,258,433,239,0.2633333333333332
0,259,410,257,0.33999999999999986
0,260,426,245,0.2866666666666666
0,261,405,234,0.35666666666666647
0,262,417,249,0.31666666666666665
0,263,418,250,0.31333333333333324
0,264,388,219,0.41333333333333333
0,265,420,235,0.30666666666666664
0,266,423,261,0.29666666666666663
0,267,396,260,0.3866666666666665
0,268,400,241,0.3733333333333333
0,269,416,258,0.31999999999999984
0,270,393,232,0.3966666666666665
0,271,407,234,0.34999999999999987
0,272,378,251,0.44666666666666655
0,273,400,257,0.3733333333333333
0,274,408,245,0.34666666666666646
0,275,387,252,0.4166666666666665
0,276,399,261,0.3766666666666665
0,277,394,254,0.3933333333333333
0,278,387,244,0.4166666666666665
0,279,399,240,0.3766666666666665
0,280,402,255,0.3666666666666665
0,281,382,252,0.43333333333333335
0,282,375,253,0.45666666666666655
0,283,397,241,0.3833333333333333
0,284,390,243,0.4066666666666665
0,285,389,257,0.4099999999999999
0,286,395,248,0.3899999999999999
0,287,370,260,0.47333333333333316
0,288,380,247,0.43999999999999995
0,289,393,256,0.3966666666666665
0,290,377,243,0.44999999999999996
0,291,383,241,0.42999999999999994
0,292,361,259,0.5033333333333332
0,293,367,259,0.48333333333333317
0,294,379,266,0.44333333333333336
0,295,372,247,0.46666666666666656
0,296,380,260,0.43999999999999995
0,297,370,259,0.47333333333333316
0,298,360,262,0.5066666666666666
0,299,370,249,0.47333333333333316
0,300,365,245,0.49
0,301,361,261,0.5033333333333332
0,302,376,261,0.45333333333333337
0,303,361,264,0.5033333333333332
0,304,369,245,0.47666666666666657
0,305,358,231,0.5133333333333332
0,306,362,257,0.5
0,307,358,244,0.5133333333333332
0,308,367,246,0.48333333333333317
0,309,361,240,0.5033333333333332
0,310,360,252,0.5066666666666666
0,311,349,254,0.5433333333333332
0,312,356,236,0.52
0,313,349,260,0.5433333333333332
0,314,358,240,0.5133333333333332
0,315,355,235,0.5233333333333332
0,316,352,250,0.5333333333333332
0,317,353,245,0.53
0,318,353,254,0.53
0,319,330,238,0.6070802919708032
0,320,339,248,0.5768613138686134
0,321,347,267,0.5500000000000003
0,322,336,247,0.5869343065693433
0,323,343,245,0.5634306569343068
0,324,332,227,0.6003649635036499
0,325,339,251,0.5768613138686134
0,326,326,252,0.6205109489051097
0,327,355,246,0.5233333333333332
0,328,325,225,0.6238686131386864
0,329,317,235,0.6507299270072997
0,330,318,249,0.6473722627737231
0,331,320,240,0.6406569343065698
0,332,307,249,0.6843065693430661
0,333,307,244,0.6843065693430661
0,334,316,250,0.6540875912408763
0,335,314,236,0.6608029197080296
0,336,313,236,0.6641605839416063
0,337,322,245,0.6339416058394163
0,338,316,234,0.6540875912408763
0,339,301,226,0.704452554744526
0,340,289,255,0.7447445255474455
0,341,291,232,0.7380291970802922
0,342,290,223,0.7413868613138689
0,343,303,235,0.6977372262773727
0,344,291,236,0.7380291970802922
0,345,286,246,0.7548175182481756
0,346,280,237,0.7749635036496354
0,347,289,242,0.7447445255474455
0,348,278,252,0.7816788321167887
0,349,274,241,0.7951094890510952
0,350,297,244,0.7178832116788324
0,351,276,238,0.788394160583942
0,352,281,240,0.7716058394160588
0,353,273,240,0.7984671532846719
0,354,293,236,0.731313868613139
0,355,273,243,0.7984671532846719
0,356,269,229,0.8118978102189784
0,357,260,236,0.8421167883211682
0,358,255,239,0.8589051094890514
0,359,255,246,0.8589051094890514
0,360,256,231,0.8555474452554748
0,361,243,255,0.8991970802919711
0,362,255,252,0.8589051094890514
0,363,238,228,0.9159854014598543
0,364,252,236,0.8689781021897813
0,365,245,240,0.8924817518248178
0,366,237,244,0.9193430656934309
0,367,239,251,0.9126277372262777
0,368,235,250,0.9260583941605842
0,369,243,238,0.8991970802919711
0,370,219,234,0.9797810218978106
0,371,219,237,0.9797810218978106
0,372,209,233,1.013357664233577
0,373,212,229,1.003284671532847
0,374,224,233,0.9629927007299273
0,375,211,235,1.0066423357664238
0,376,193,235,1.0670802919708033
0,377,229,222,0.9462043795620441
0,378,199,231,1.0469343065693435
0,379,213,254,0.9999270072992704
0,380,208,231,1.0167153284671535
0,381,193,232,1.0670802919708033
0,382,185,242,1.0939416058394165
0,383,186,245,1.0905839416058396
0,384,184,229,1.0972992700729929
0,385,165,250,1.1610948905109493
0,386,182,234,1.1040145985401462
0,387,200,241,1.0435766423357666
0,388,199,223,1.0469343065693435
0,389,173,249,1.1342335766423361
0,390,175,232,1.1275182481751829
0,391,178,235,1.1174452554744527
0,392,169,240,1.1476642335766427
0,393,154,233,1.1980291970802923
0,394,153,251,1.201386861313869
0,395,163,228,1.1678102189781026
0,396,135,225,1.2618248175182485
0,397,144,232,1.2316058394160587
0,398,147,238,1.2215328467153288
0,399,126,239,1.2920437956204383
0,400,82,208,1.4397810218978104
0,401,86,208,1.4263503649635039
0,402,71,191,1.4767153284671535
0,403,69,203,1.4834306569343068
0,404,65,210,1.4968613138686133
0,405,77,207,1.4565693430656936
0,406,47,216,1.557299270072993
0,407,57,209,1.5237226277372264
0,408,49,193,1.5505839416058398
0,409,69,202,1.4834306569343068
0,410,91,259,1.4095620437956207
0,411,82,233,1.4397810218978104
0,412,93,232,1.4028467153284674
0,413,86,230,1.4263503649635039
0,414,68,237,1.4867883211678836
0,415,64,232,1.5002189781021902
0,416,47,220,1.557299270072993
0,417,52,237,1.5405109489051099
0,418,68,229,1.4867883211678836
0,419,60,226,1.5136496350364967
0,420,60,235,1.5136496350364967
0,421,58,216,1.52036496350365
0,422,57,214,1.5237226277372264
0,423,53,213,1.5371532846715332
0,424,55,205,1.53043795620438
0,425,44,217,1.567372262773723
0,426,48,235,1.5539416058394164
0,427,53,222,1.5371532846715332
