x,vel_x,y,vel_y,velocity
0.8944246680180287,4.563380198385729e-08,167.34421348527587,1.7027407466230074e-08,3.4323549097110373e-07
-68.16736322345798,1.3826030494818227,113.91161973242045,1.0671508957831257,1.7463759757766835
-99.01096867472302,0.6175052011842865,83.62807467114754,0.604859129741536,0.8645047365310273
-91.20538756377516,0.15595672536476046,77.18214144461305,0.1287339670898331,0.2024619980544767
-74.78855048624646,0.3281942978498691,69.5090520320564,0.15361423680632358,0.3624300433259968
-68.9702484756496,0.11621668414528719,67.66969811670128,0.03696269067861868,0.12204238790264267
-81.60638375474798,0.25280526143635296,71.44402684907963,0.07543589640537829,0.26375554756003255
-108.54465260084416,0.5389351231286792,76.58742262926752,0.10295064591615644,0.5484978937338632
-150.37928366013276,0.8374375177232061,79.79617176403465,0.06435155372108947,0.8391501479179189
-180.53347815831276,0.6042150607563102,83.17311708091584,0.06765855906768659,0.6068539216342843
-213.60885718030883,0.6626572534318314,90.11676133590089,0.13887088796335734,0.6759274792427025
-242.94848561103393,0.5871930065849984,94.7098794196833,0.09188977589993952,0.5939395693787649
-271.60966002800194,0.5727582851838076,99.59724399505261,0.09797000344031881,0.5814978078900852
-292.00409231639384,0.40718688313337914,102.4184401616979,0.05677058669297419,0.4117727607195484
-303.201266045902,0.2234056474812247,103.28728367220563,0.017686021686027564,0.22461664103493242
-284.7114972774707,0.3698106111621282,98.24305241985755,0.10081496000659884,0.3833097014359134
-258.58779903836063,0.5224747732297725,95.95807488631046,0.04563661596809143,0.5244687720034045
-230.5757887677522,0.5602692309215254,92.53751155031223,0.06845386436639234,0.5644016204570105
-209.5782169370775,0.4199614785519916,89.13167043065606,0.06828083541573515,0.4254399024617617
-186.75612325670045,0.4564058624580607,83.56448062152853,0.11163332893390665,0.4698261645871844
-158.39918948473434,0.567096868018707,84.95077072759229,0.027513534418979968,0.5678159889280479
-132.7714568897064,0.5124693662717856,82.17438536166159,0.05584813454590676,0.5155536804882345
-155.71989979338736,0.459027033548308,67.3659994605831,0.29641505030142934,0.5462304732249073
-133.35737022500268,0.44715732719765633,64.99720595793013,0.04770649727395382,0.4497527815834338
65.07186095134098,3.968461721100482,121.70176774028916,1.1338968955518567,4.127447982090832
222.44574792870876,3.1473433580000147,187.64048497198488,1.318645119090288,3.4125916680743886
207.93903140936908,0.29016400288158284,207.02962515234603,0.38773462590434526,0.4843071674489974
165.922805406477,0.8402898734801916,220.35782257881604,0.26657583817069064,0.8815904024352954
92.48058180778366,1.4687655706383396,238.15398185797105,0.35600566486225915,1.5113521750021766
21.379692007855606,1.4219492107029623,230.415374528434,0.15463380182552733,1.430415684162094
-42.367866621054944,1.2749020507945978,249.5036349193302,0.3819288627960269,1.3308813494668932
-112.77094590452258,1.4080870097870317,234.7635615015617,0.2945943217364402,1.4385914412306833
-164.52299364765827,1.035093997559919,243.69971826313136,0.17891018739166764,1.0503579091481423
-227.2021017088827,1.2536810962713396,230.7448149413608,0.25893507940942495,1.2800781394004153
-269.5479933511588,0.8469174106617636,233.96100010786785,0.06445620774430494,0.8493570241081544
-299.6978239635884,0.6029498243046447,216.0073148100661,0.3589405855733787,0.701811114682775
-302.5081288279663,0.05626515605032956,190.3183247186833,0.5136527036630287,0.5168450542845157
-302.692592608832,0.0037456386053837804,188.60202785180576,0.03419447366109807,0.034523625659567916
